cidade_origem,uf_origem,cidade_destino,uf_destino,distancia_km,fonte
CONTAGEM,MG,LUIS EDUARDO MAGALHAES,BA,1156.043,google
JUIZ DE FORA,MG,ARARUAMA,RJ,272.582,google
BELO HORIZONTE,MG,CURITIBA,PR,990.878,google
JUIZ DE FORA,MG,BAURU,SP,725.055,google
CONTAGEM,MG,GOIANIA,GO,879.099,google
UBERLANDIA,MG,ITABORAI,RJ,1026.692,google
UBERABA,MG,FORTALEZA,CE,2607.465,google
PATOS DE MINAS,MG,ARACAJU,SE,1623.85,google
BELO HORIZONTE,MG,ICARA,SC,1449.772,google
JUIZ DE FORA,MG,IPATINGA,MG,368.827,google
BELO HORIZONTE,MG,ARACRUZ,ES,608.007,google
UBERLANDIA,MG,JACAREI,SP,637.39,google
UBERABA,MG,LINHARES,ES,1074.791,google
BELO HORIZONTE,MG,RIO DAS OSTRAS,RJ,577.759,google
GOVERNADOR VALADARES,MG,RIO BONITO,RJ,589.406,google
BELO HORIZONTE,MG,SERRA,ES,536.678,google
BELO HORIZONTE,MG,SAO JOSE,SC,1273.27,google
UBERLANDIA,MG,AMERICANA,SP,465.906,google
DIAMANTINA,MG,ALFREDO CHAVES,ES,729.39,google
CONFINS,MG,RIO DE JANEIRO,RJ,482.986,google
UBERLANDIA,MG,RECIFE,PE,2311.56,google
UBERLANDIA,MG,CONSELHEIRO LAFAIETE,MG,623.241,google
BELO HORIZONTE,MG,APUCARANA,PR,1019.38,google
BELO HORIZONTE,MG,BELA VISTA DE MINAS,MG,126.81,google
BELO HORIZONTE,MG,SOUSA,PB,2022.735,google
DIVINOPOLIS,MG,LAGES,SC,1285.683,google
CONTAGEM,MG,VITORIA,ES,525.406,google
CONTAGEM,MG,CUIABA,MT,1581.674,google
PATROCINIO,MG,CRICIUMA,SC,1482.264,google
UBERLANDIA,MG,PIUMHI,MG,422.955,google
BELO HORIZONTE,MG,SANTO ANTONIO DE JESUS,BA,1234.527,google
UBERLANDIA,MG,PALMITINHO,RS,1386.898,google
MONTES CLAROS,MG,CAXIAS DO SUL,RS,1965.116,google
BETIM,MG,BARRA MANSA,RJ,469.152,google
BELO HORIZONTE,MG,COLATINA,ES,531.54,google
GOVERNADOR VALADARES,MG,LAVRAS,MG,547.884,google
UBERLANDIA,MG,COQUEIRAL,MG,500.432,google
BETIM,MG,CAMPO GRANDE,MS,1229.113,google
BELO HORIZONTE,MG,JACAREI,SP,599.013,google
UBERLANDIA,MG,CRUZ ALTA,RS,1524.098,google
BELO HORIZONTE,MG,CANOINHAS,SC,1173.864,google
BELO HORIZONTE,MG,SAO JOSE DO CEDRO,SC,1547.054,google
IPATINGA,MG,LONDRINA,PR,1190.437,google
BELO HORIZONTE,MG,SAO JOSE DOS CAMPOS,SP,607.465,google
POUSO ALEGRE,MG,BRASILIA,DF,982.495,google
MONTES CLAROS,MG,FORTALEZA,CE,1948.248,google
BELO HORIZONTE,MG,RECIFE,PE,2103.697,google
BELO HORIZONTE,MG,MARINGA,PR,1063.232,google
CONTAGEM,MG,FEIRA DE SANTANA,BA,1306.296,google
MONTES CLAROS,MG,EUNAPOLIS,BA,743.524,google
BELO HORIZONTE,MG,SAO JOAO DE MERITI,RJ,428.676,google
MONTES CLAROS,MG,JOINVILLE,SC,1504.797,google
POCOS DE CALDAS,MG,VENDA NOVA DO IMIGRANTE,ES,853.542,google
BETIM,MG,FRANCA,SP,418.265,google
BELO HORIZONTE,MG,SANTANA DA VARGEM,MG,269.428,google
VARGINHA,MG,CAMPINAS,SP,311.216,google
BELO HORIZONTE,MG,CAXIAS DO SUL,RS,1568.346,google
VARGINHA,MG,RIO CLARO,SP,332.204,google
GOVERNADOR VALADARES,MG,BRASILIA,DF,975.285,google
BELO HORIZONTE,MG,PETROLINA,PE,1642.478,google
JUIZ DE FORA,MG,TAPEJARA,RS,1411.621,google
BELO HORIZONTE,MG,TIANGUA,CE,2335.171,google
CONFINS,MG,VILA VELHA,ES,545.68,google
UBERLANDIA,MG,JI,PARANÁ,2145.798,google
ARAGUARI,MG,BRASILIA,DF,391.592,google
BELO HORIZONTE,MG,TERESOPOLIS,RJ,389.422,google
BELO HORIZONTE,MG,JUNDIAI,SP,576.393,google
BELO HORIZONTE,MG,MACEIO,AL,1880.816,google
BETIM,MG,CURITIBA,PR,961.546,google
CONTAGEM,MG,CURITIBA,PR,979.57,google
UBERLANDIA,MG,PONTA GROSSA,PR,855.489,google
UBERLANDIA,MG,SANTAREM,PA,2667.958,google
ITABIRA,MG,SAO JOSE DO RIO PRETO,SP,770.475,google
BELO HORIZONTE,MG,BRASILIA,DF,733.48,google
BELO HORIZONTE,MG,GOIANIA,GO,887.202,google
GOVERNADOR VALADARES,MG,BARRA MANSA,RJ,604.174,google
IPATINGA,MG,JUNDIAI,SP,783.782,google
UBERABA,MG,ANAPOLIS,GO,483.665,google
UBERLANDIA,MG,SANTA MARIA DE JETIBA,ES,1023.087,google
UBERABA,MG,SOROCABA,SP,468.438,google
VARGINHA,MG,LIMEIRA,SP,309.818,google
CONTAGEM,MG,PONTA GROSSA,PR,1073.971,google
UBERLANDIA,MG,CRICIUMA,SC,1440.229,google
BELO HORIZONTE,MG,PIRACICABA,SP,649.113,google
CONSELHEIRO PENA,MG,VILA VELHA,ES,280.016,google
PATOS DE MINAS,MG,ITAPEMIRIM,ES,918.041,google
BELO HORIZONTE,MG,CASIMIRO DE ABREU,RJ,544.987,google
UBERLANDIA,MG,GUANAMBI,BA,997.821,google
JUIZ DE FORA,MG,SANTA MARIA DE JETIBA,ES,498.821,google
BELO HORIZONTE,MG,SAO JOSE DOS PINHAIS,PR,1001.92,google
CONTAGEM,MG,CACHOEIRO DE ITAPEMIRIM,ES,486.625,google
BELO HORIZONTE,MG,CATAGUASES,MG,303.567,google
MURIAE,MG,SERRA,ES,332.997,google
BETIM,MG,SAO JOSE DO RIO PRETO,SP,635.972,google
BELO HORIZONTE,MG,CIANORTE,PR,1143.753,google
CONTAGEM,MG,JALES,SP,804.692,google
BELO HORIZONTE,MG,PASSO FUNDO,RS,1573.359,google
POCOS DE CALDAS,MG,VITORIA,ES,909.009,google
UBERLANDIA,MG,ANAPOLIS,GO,381.225,google
BELO HORIZONTE,MG,EUNAPOLIS,BA,961.545,google
BELO HORIZONTE,MG,APARECIDA DE GOIANIA,GO,895.391,google
BETIM,MG,CATALAO,GO,576.737,google
JUIZ DE FORA,MG,ITAITUBA,PA,3281.77,google
BELO HORIZONTE,MG,BAURU,SP,704.616,google
MONTES CLAROS,MG,PIRAQUARA,PR,1380.167,google
UBERABA,MG,AMERICANA,SP,360.582,google
BELO HORIZONTE,MG,VITORIA DA CONQUISTA,BA,895.494,google
CONTAGEM,MG,CARUARU,PE,1967.915,google
IPATINGA,MG,FORTALEZA,CE,2089.822,google
UBERLANDIA,MG,SANTO ANTONIO DE JESUS,BA,1433.574,google
BELO HORIZONTE,MG,JOINVILLE,SC,1108.026,google
BELO HORIZONTE,MG,VOLTA REDONDA,RJ,438.617,google
CONTAGEM,MG,ITUMBIARA,GO,657.475,google
BELO HORIZONTE,MG,NOVO HAMBURGO,RS,1731.572,google
GOVERNADOR VALADARES,MG,SAO CARLOS,SP,904.091,google
MONTES CLAROS,MG,BADY BASSITT,SP,885.028,google
IPATINGA,MG,SAO JOSE,SC,1480.66,google
SETE LAGOAS,MG,BENTO GONCALVES,RS,1659.492,google
JUIZ DE FORA,MG,CURITIBA,PR,896.151,google
MONTES CLAROS,MG,MOGI GUACU,SP,935.002,google
UBERABA,MG,JUIZ DE FORA,MG,761.092,google
BELO HORIZONTE,MG,ARARAQUARA,SP,583.429,google
UBERLANDIA,MG,BARRA MANSA,RJ,857.332,google
POUSO ALEGRE,MG,FRANCISCO BELTRAO,PR,1081.772,google
UBERLANDIA,MG,CASCAVEL,PR,998.882,google
BELO HORIZONTE,MG,ITANHAEM,SP,689.533,google
POCOS DE CALDAS,MG,UBERABA,MG,357.981,google
CONTAGEM,MG,PATROCINIO,MG,400.6,google
UBERLANDIA,MG,JOAO MONLEVADE,MG,647.891,google
VARGINHA,MG,IPATINGA,MG,521.987,google
BETIM,MG,ARUJA,SP,564.118,google
BELO HORIZONTE,MG,TAUBATE,SP,515.053,google
BELO HORIZONTE,MG,BRUSQUE,SC,1218.611,google
BELO HORIZONTE,MG,JOAO PESSOA,PB,2213.363,google
UBERLANDIA,MG,DOURADOS,MS,949.056,google
GOVERNADOR VALADARES,MG,GRAVATAI,RS,2005.601,google
BETIM,MG,TAUBATE,SP,485.721,google
BETIM,MG,PORTO ALEGRE,RS,1690.722,google
UBERABA,MG,UMUARAMA,PR,825.399,google
ARAGUARI,MG,UBERABA,MG,139.236,google
BELO HORIZONTE,MG,ESTANCIA VELHA,RS,1737.529,google
PATOS DE MINAS,MG,SANTO ANDRE,SP,724.771,google
UBERLANDIA,MG,SETE LAGOAS,MG,580.538,google
UBERLANDIA,MG,CAXIAS DO SUL,RS,1544.607,google
MONTES CLAROS,MG,LAVRAS,MG,634.433,google
SAO SEBASTIAO DO PARAISO,MG,CURITIBA,PR,714.207,google
BELO HORIZONTE,MG,BARRA DE SAO FRANCISCO,ES,464.154,google
BETIM,MG,CAPIM GROSSO,BA,1418.839,google
MONTES CLAROS,MG,BRASILIA,DF,698.39,google
BELO HORIZONTE,MG,MANHUACU,MG,281.449,google
UBERLANDIA,MG,JABOTICABAL,SP,326.619,google
BELO HORIZONTE,MG,PIRATUBA,SC,1443.127,google
MONTES CLAROS,MG,SAO JOSE DO RIO PRETO,SP,870.273,google
UBERLANDIA,MG,IBIRUBA,RS,1474.974,google
UBERLANDIA,MG,GRAVATAI,RS,1671.64,google
UBERLANDIA,MG,VARGINHA,MG,555.879,google
CONTAGEM,MG,IPATINGA,MG,223.172,google
BELO HORIZONTE,MG,LINS,SP,747.214,google
UBERLANDIA,MG,JOINVILLE,SC,1084.288,google
PARACATU,MG,BRASILIA,DF,233.735,google
CONTAGEM,MG,MAFRA,SC,1098.642,google
